Area,Region,Market,Zip, pct College Degree or more,pct Asian, pct AA, pct Hispanic,pct Hispanic & AA, Hispanic & AA Pops, $ Median HH Income, Total Households, Total Pops, Avg HH Size
East,Northeast,Boston,2368,27.2,13.3,44.3,8.7,53,17885,75899,12031,33745,2.8
East,Northeast,Boston,2370,20.6,1.3,3.4,2.5,5.9,1056,65601,6918,17896,2.6
East,Northeast,Boston,2379,29.1,1.1,2,2.1,4.1,277,81901,2539,6746,2.7
East,Northeast,Boston,2451,47.4,13.3,7.3,12.1,19.4,3277,86471,7239,16893,2.3
East,Northeast,Boston,2452,47.1,14.7,7.2,8.5,15.7,2447,80183,5410,15588,2.9
East,Northeast,Boston,2453,42,10.9,6.3,24.4,30.7,9488,68041,12178,30906,2.5
East,Northeast,Boston,2472,55,9.7,3.4,6.7,10.1,3462,84178,15829,34279,2.2
East,Northeast,Boston,2539,32.1,0.9,2.9,3.4,6.3,273,70706,2009,4331,2.2
East,Northeast,Boston,2554,41.3,1.3,8.8,14,22.8,2526,86358,4638,11080,2.4
East,Northeast,Boston,2571,25.1,0.6,3.9,2.7,6.6,738,57641,4602,11187,2.4
East,Northeast,Boston,2601,23.3,2.9,8.8,8.8,17.6,2501,49167,6145,14211,2.3
East,Northeast,Boston,2703,30.2,6,3.7,8.2,11.9,5267,69462,17087,44263,2.6
East,Northeast,Boston,2720,19.5,2.5,4.4,6.8,11.2,3459,46177,13303,30885,2.3
East,Northeast,Boston,2721,10.1,3.7,5.7,11.6,17.3,4546,34947,11055,26277,2.4
East,Northeast,Boston,2723,11,4.4,4.9,12.1,17,2538,32163,6549,14929,2.3
East,Northeast,Boston,2724,9.8,2.4,4,9.3,13.3,2324,31916,7912,17476,2.2
East,Northeast,Boston,2740,16.3,1.1,10,19.2,29.2,12906,35501,18325,44198,2.4
East,Northeast,Boston,2744,11.9,0.6,5.6,29.3,34.9,4240,35125,4831,12150,2.5
East,Northeast,Boston,2745,16.5,1,3.5,10.2,13.7,3439,52469,10243,25100,2.5
East,Northeast,Boston,2746,7.5,1.2,8.1,33.4,41.5,6552,25616,6261,15787,2.5
East,Northeast,Boston,2747,24.8,2.9,4.6,3.8,8.4,1972,71147,6793,23471,3.5
East,Northeast,Boston,2760,36.5,4.6,2,3,5,1352,80632,10393,27045,2.6
East,Northeast,Boston,2767,32.6,2,3.3,2.3,5.6,786,84755,5122,14042,2.7
East,Northeast,Boston,2771,29.2,1.6,1.4,2.4,3.8,554,81154,5443,14582,2.7
East,Northeast,Boston,2777,21.9,0.8,0.8,1.3,2.1,344,71898,6269,16358,2.6
East,Northeast,Boston,2780,19.1,1.2,6.6,7.6,14.2,7064,57091,20160,49743,2.5
East,Northeast,Providence,2816,23.8,1,0.8,3,3.8,1193,66319,12246,31403,2.6
East,Northeast,Providence,2840,46.4,1.4,7,11.3,18.3,4193,60216,10460,22911,2.2
East,Northeast,Providence,2842,38.1,3.6,5.3,7.1,12.4,1987,72034,6756,16028,2.4
East,Northeast,Providence,2860,18.5,2,19.2,29.3,48.5,21903,34246,18436,45160,2.4
East,Northeast,Providence,2861,17.9,1.4,6.4,15.9,22.3,5914,51631,10930,26522,2.4
East,Northeast,Providence,2863,8,0.7,11.4,68,79.4,15493,31843,6511,19513,3
East,Northeast,Providence,2864,34.9,2.9,1.6,5.8,7.4,2472,72996,13187,33408,2.5
East,Northeast,Providence,2879,49.7,2.4,1.4,2.6,4,836,75248,8727,20892,2.4
East,Northeast,Providence,2885,28.4,0.7,1.7,2.6,4.3,453,52858,4624,10539,2.3
East,Northeast,Providence,2886,30.2,3.3,1.9,5.1,7,2065,60465,13104,29503,2.3
East,Northeast,Providence,2888,26.7,2.6,2.7,5.9,8.6,1694,60993,8293,19697,2.4
East,Northeast,Providence,2889,22.8,2.5,2.1,4.6,6.7,1839,62299,10969,27445,2.5
East,Northeast,Providence,2891,29.8,3.7,1.1,4.3,5.4,1126,58860,8957,20847,2.3
East,Northeast,Providence,2893,20.8,2.7,2.8,7.5,10.3,2981,51573,12631,28942,2.3
East,Northeast,Providence,2895,13.1,6.9,7.2,18.1,25.3,10488,39526,17247,41456,2.4
East,Northeast,Providence,2896,28,1.2,0.6,2.8,3.4,401,78785,4691,11791,2.5
East,Northeast,Providence,2903,33.9,15.2,12.5,20.8,33.3,3705,25093,4981,11126,2.2
East,Northeast,Providence,2904,23.2,3.9,12.8,19.1,31.9,9268,41564,13059,29054,2.2
East,Northeast,Providence,2905,26.3,4.8,20,40.4,60.4,15793,43843,8719,26148,3
East,Northeast,Providence,2907,13.5,9.5,25,61,86,23979,30723,8784,27883,3.2
East,Northeast,Providence,2908,21.4,5.1,19.3,41.7,61,21310,41026,12753,34934,2.7
East,Northeast,Providence,2909,15.6,7.1,15.4,61.6,77,33661,32661,14633,43715,3
East,Northeast,Providence,2910,26.5,9.2,6.2,16.3,22.5,4757,55727,8447,21140,2.5
East,Northeast,Providence,2911,26.5,2.2,5.2,11.7,16.9,2854,49280,7092,16889,2.4
East,Northeast,Providence,2914,15.6,1.6,8.8,7.4,16.2,3450,45267,8750,21298,2.4
East,Northeast,Providence,2916,31.4,1.5,5.2,3.7,8.9,823,54265,4244,9250,2.2
East,Northeast,Providence,2919,21.8,2.5,2.2,7.8,10,2875,58784,11784,28747,2.4
East,Northeast,Providence,2920,23,5.8,6.6,16.1,22.7,8710,50939,14858,38369,2.6
East,Northeast,Providence,2921,38.6,4.1,1.2,3.3,4.5,535,92238,4218,11880,2.8
East,Northeast,VT / NH / ME,3038,28.2,2,1.4,4.7,6.1,2070,75107,12950,33933,2.6
East,Northeast,VT / NH / ME,3060,22.6,4.4,3.9,20,23.9,7138,52787,12274,29867,2.4
East,Northeast,VT / NH / ME,3063,43.4,10.3,2.8,7.1,9.9,1607,81891,6752,16233,2.4
East,Northeast,VT / NH / ME,3079,30.6,4,1.1,6.4,7.5,2187,82413,11355,29156,2.6
East,Northeast,VT / NH / ME,3101,29.2,3.5,7.1,14.3,21.4,665,26523,1862,3108,1.7
East,Northeast,VT / NH / ME,3102,22.1,4.8,4,7,11,3372,52220,13541,30657,2.3
East,Northeast,VT / NH / ME,3103,18.3,4.4,6.2,15.3,21.5,8124,53058,14386,37786,2.6
East,Northeast,VT / NH / ME,3104,34.4,3.9,4.1,6.6,10.7,3526,64145,13918,32951,2.4
East,Northeast,VT / NH / ME,3106,30.2,2.3,1.3,2.7,4,557,81747,5121,13929,2.7
East,Northeast,VT / NH / ME,3301,35,4.6,3.4,2.7,6.1,2035,53251,13551,33357,2.5
East,Northeast,VT / NH / ME,3801,49.1,4.3,2.2,3.8,6,1318,69717,10587,21969,2.1
East,Northeast,VT / NH / ME,3820,39,6.3,2.2,3.1,5.3,1652,61620,13301,31173,2.3
East,Northeast,VT / NH / ME,3867,19.6,1.3,1.1,2.5,3.6,765,53083,8945,21250,2.4
East,Northeast,VT / NH / ME,3874,18.2,1.3,0.8,2,2.8,253,54799,3886,9025,2.3
East,Northeast,VT / NH / ME,3878,23.7,6.9,1.6,3.3,4.9,591,56675,4992,12055,2.4
East,Northeast,VT / NH / ME,4005,20.1,2.1,1.3,2.4,3.7,875,48238,9474,23637,2.5
East,Northeast,VT / NH / ME,4073,17.3,2.7,0.9,2.4,3.3,541,47693,6707,16392,2.4
East,Northeast,VT / NH / ME,4092,25.6,2,2.9,2.1,5,922,52669,7998,18449,2.3
East,Northeast,VT / NH / ME,4101,38.3,3.1,12.4,4.8,17.2,3041,30776,9186,17680,1.9
East,Northeast,VT / NH / ME,4102,44.2,4.7,6.7,4.2,10.9,1985,51438,8376,18207,2.2
East,Northeast,VT / NH / ME,4106,38.8,4.4,2.6,2.6,5.2,1347,60114,11313,25901,2.3
East,Northeast,VT / NH / ME,4210,25.4,1.2,2.4,1.8,4.2,980,46169,9942,23333,2.3
East,Northeast,VT / NH / ME,4240,15.6,1.2,8.9,2.4,11.3,4144,38768,15026,36675,2.4
East,Northeast,VT / NH / ME,5403,50.2,7.7,2.2,2.4,4.6,823,67331,7936,17887,2.3
East,Northeast,VT / NH / ME,5641,20.5,0.6,1,2.4,3.4,555,55353,6909,16319,2.4
East,Northeast,VT / NH / ME,5701,26,1.1,0.9,1.8,2.7,545,43492,8991,20188,2.2
East,Northeast,Northern Connecticut,6002,35.6,2.2,61,6.5,67.5,13769,72011,8577,20398,2.4
East,Northeast,Northern Connecticut,6010,21.8,2.2,4.8,11.8,16.6,10010,63302,25448,60299,2.4
East,Northeast,Northern Connecticut,6040,31.4,6.9,15.6,16.7,32.3,11209,61589,14432,34703,2.4
East,Northeast,Northern Connecticut,6042,38.3,13.5,12.4,11.4,23.8,5624,66355,10474,23629,2.3
East,Northeast,Northern Connecticut,6051,11.8,1.4,17.1,55.9,73,22104,33244,11886,30280,2.5
East,Northeast,Northern Connecticut,6053,19.4,4.3,12.4,34.6,47,16388,44549,13337,34869,2.6
East,Northeast,Northern Connecticut,6066,31,6,6.5,8.3,14.8,4321,61435,12919,29194,2.3
East,Northeast,Northern Connecticut,6088,21.4,10,7.3,5.9,13.2,637,63478,2172,4825,2.2
East,Northeast,Northern Connecticut,6095,35.6,5.3,38.5,9.9,48.4,14146,83017,11403,29228,2.6
East,Northeast,Northern Connecticut,6103,58,17.4,17.4,14,31.4,551,83583,1125,1755,1.6
East,Northeast,Northern Connecticut,6105,24.8,7.5,40.4,33.4,73.8,14130,28668,9724,19147,2
East,Northeast,Northern Connecticut,6106,12.7,3.7,20.2,66.9,87.1,34570,29404,13872,39690,2.9
East,Northeast,Northern Connecticut,6108,14.7,6.4,33.9,36.3,70.2,17381,44489,9500,24759,2.6
East,Northeast,Northern Connecticut,6109,40.6,3.4,3.9,10,13.9,3712,76655,11280,26705,2.4
East,Northeast,Northern Connecticut,6110,34.5,15.1,12.3,23.9,36.2,4515,60167,5032,12472,2.5
East,Northeast,Northern Connecticut,6111,34.3,6.9,4.5,9.2,13.7,4195,75172,12675,30622,2.4
East,Northeast,Northern Connecticut,6112,7.9,0.6,76.7,14.7,91.4,21526,34427,7348,23551,3.2
East,Northeast,Northern Connecticut,6114,11.8,2.5,19.3,66.5,85.8,23720,34190,9609,27646,2.9
East,Northeast,Northern Connecticut,6118,20.4,7.1,21.8,25.6,47.4,12525,57769,10818,26425,2.4
East,Northeast,Northern Connecticut,6120,4,0.5,56.7,44,100.7,13667,22556,4388,13572,3.1
East,Northeast,Northern Connecticut,6226,20.5,2.6,7.7,45.2,52.9,10606,40987,6766,20049,3
East,Northeast,Northern Connecticut,6234,25.9,1.2,3.4,5.3,8.7,711,70013,2989,8174,2.7
East,Northeast,Northern Connecticut,6320,22.6,2.7,18.2,33.3,51.5,14238,42018,10497,27646,2.6
East,Northeast,Northern Connecticut,6360,19.1,8.8,11.1,15.8,26.9,10093,51426,15406,37521,2.4
East,Northeast,Northern Connecticut,6385,34.6,3.8,2.7,5.8,8.5,1369,73255,6705,16101,2.4
East,Northeast,Southern Connecticut,6401,18.3,2.3,13.1,20.7,33.8,6464,56211,7388,19123,2.6
East,Northeast,Southern Connecticut,6450,20.3,2.9,10.7,33.4,44.1,16052,55486,14370,36400,2.5
East,Northeast,Southern Connecticut,6451,18.8,2.1,10.3,34.1,44.4,10935,54126,9631,24628,2.6
East,Northeast,Northern Connecticut,6457,32.4,5.9,14.7,11.4,26.1,12081,59713,19564,46287,2.4
East,Northeast,Southern Connecticut,6460,37.1,6.4,2.9,6.4,9.3,3554,76227,16108,38214,2.4
East,Northeast,Southern Connecticut,6510,62.8,19.5,20.5,14.6,35.1,1169,39054,2159,3331,1.5
East,Northeast,Southern Connecticut,6511,40.3,9.2,43.1,16.8,59.9,32572,37364,20434,54378,2.7
East,Northeast,Southern Connecticut,6512,21.9,3.8,5.2,17.4,22.6,6918,62411,12391,30610,2.5
East,Northeast,Southern Connecticut,6513,15.2,2.8,22.9,48.1,71,27307,36373,14290,38461,2.7
East,Northeast,Southern Connecticut,6514,30.4,7.1,31.3,14.1,45.4,11929,61383,10199,26276,2.6
East,Northeast,Southern Connecticut,6515,39.3,3.2,40,14.9,54.9,9538,50783,6453,17374,2.7
East,Northeast,Southern Connecticut,6516,21.2,4.5,20.7,22.1,42.8,23925,51707,21044,55900,2.7
East,Northeast,Southern Connecticut,6519,9.7,1.4,37.9,57.3,95.2,15545,26808,5184,16329,3.1
East,Northeast,Southern Connecticut,6604,17.5,7.5,31.4,43.1,74.5,22182,34016,10339,29775,2.9
East,Northeast,Southern Connecticut,6605,21.8,5.4,30.7,46.2,76.9,19084,39413,9096,24816,2.7
East,Northeast,Southern Connecticut,6606,19.2,3.2,34.5,34.9,69.4,33501,54640,17288,48272,2.8
East,Northeast,Southern Connecticut,6608,4.9,1.8,31.3,68,99.3,13861,26292,4561,13959,3.1
East,Northeast,Southern Connecticut,6610,11.9,2.6,40.4,43.7,84.1,19632,40351,8898,23344,2.6
East,Northeast,Southern Connecticut,6611,48.1,5.3,4,6.9,10.9,3981,111223,12962,36526,2.8
East,Northeast,Southern Connecticut,6614,32.5,2.8,9.9,12.8,22.7,7771,75991,13502,34232,2.5
East,Northeast,Southern Connecticut,6615,25.3,2.6,27.9,22.6,50.5,9624,58235,7504,19058,2.5
East,Northeast,Southern Connecticut,6702,7.1,2.2,23.8,60.6,84.4,3572,11611,1900,4232,2.2
East,Northeast,Southern Connecticut,6704,10.3,1.5,30.3,43.6,73.9,18405,33564,9311,24905,2.7
East,Northeast,Southern Connecticut,6705,14.9,2.7,19.4,32.9,52.3,14353,41544,10877,27443,2.5
East,Northeast,Southern Connecticut,6706,12.8,2.6,15.3,44.1,59.4,8560,40561,5360,14410,2.7
East,Northeast,Southern Connecticut,6770,22.9,3.7,6,11.6,17.6,5591,61671,12242,31767,2.6
East,Northeast,Southern Connecticut,6779,18.8,2.2,2.7,6.9,9.6,804,68534,3369,8375,2.5
East,Northeast,Southern Connecticut,6790,19.8,2.7,3.5,11.6,15.1,5351,54066,14880,35440,2.4
East,Northeast,Southern Connecticut,6810,23.2,8.7,8.4,37.1,45.5,23931,56568,19097,52595,2.8
East,Northeast,Southern Connecticut,6850,37.6,7.8,13.3,25.1,38.4,7491,82146,7841,19508,2.5
East,Northeast,Southern Connecticut,6854,32,4.8,24.4,42.2,66.6,19898,62753,11083,29877,2.7
East,Northeast,Southern Connecticut,6901,43.6,19.2,23.2,22.2,45.4,3616,58449,4722,7964,1.7
East,Northeast,Southern Connecticut,6902,32.8,8.4,19.6,40.3,59.9,41853,66764,25693,69872,2.7
East,Northeast,Northern Jersey,7002,30.2,9,8.7,27.8,36.5,24466,55894,26957,67030,2.5
East,Northeast,Northern Jersey,7003,35,9.8,18.6,28.4,47,23207,71597,19168,49377,2.6
East,Northeast,Central Jersey,7008,21.1,20.9,15.8,35.7,51.5,12351,60087,7995,23983,3
East,Northeast,Northern Jersey,7010,37.5,16.3,3.6,34.6,38.2,9419,66913,10353,24658,2.4
East,Northeast,Northern Jersey,7011,21.1,5.9,6.5,56.3,62.8,25676,53073,13333,40885,3.1
East,Northeast,Northern Jersey,7017,16.7,0.9,85.9,10.6,96.5,35438,40070,14165,36723,2.6
East,Northeast,Northern Jersey,7018,16.3,0.7,88.5,8.2,96.7,27310,31986,11341,28242,2.5
East,Northeast,Northern Jersey,7021,61.2,2.5,1.3,2.3,3.6,76,200360,732,2122,2.9
East,Northeast,Northern Jersey,7022,20.2,5.1,3.1,62.7,65.8,9604,46189,5088,14596,2.9
East,Northeast,Northern Jersey,7029,26.7,18.7,2.2,47.2,49.4,9138,54699,6567,18497,2.8
East,Northeast,Northern Jersey,7030,70.7,8.9,3.5,15.8,19.3,10429,113566,27154,54037,2
East,Northeast,Northern Jersey,7031,29.4,9.2,1.5,26.1,27.6,4430,70978,6669,16052,2.4
East,Northeast,Northern Jersey,7032,20.6,5.1,5.3,42.9,48.2,20399,62121,14076,42321,3
East,Northeast,Northern Jersey,7034,35.4,27.7,3.4,13.1,16.5,1568,75345,3660,9502,2.6
East,Northeast,Northern Jersey,7036,18.5,3,27.3,29.1,56.4,24540,59584,16295,43510,2.7
East,Northeast,Northern Jersey,7044,50.8,4.6,2.3,7.1,9.4,1341,103380,5758,14262,2.5
East,Northeast,Northern Jersey,7047,23.9,7.4,4.2,70.6,74.8,48146,56762,23469,64366,2.7
East,Northeast,Northern Jersey,7050,17,1.7,68.3,25.7,94,30146,41142,11710,32070,2.7
East,Northeast,Northern Jersey,7052,41.9,9.6,26.3,18.6,44.9,21196,92157,17329,47207,2.7
East,Northeast,Northern Jersey,7054,46.9,38.8,3.9,10.4,14.3,4272,88064,11422,29874,2.6
East,Northeast,Northern Jersey,7055,15.4,4.9,10.4,73.9,84.3,61746,31960,20026,73245,3.7
East,Northeast,Northern Jersey,7057,26.2,6.6,3.7,14,17.7,2028,55070,4719,11460,2.4
East,Northeast,Northern Jersey,7060,20.2,2.9,33.6,52.6,86.2,39349,57106,14263,45648,3.2
East,Northeast,Northern Jersey,7065,24.5,4.9,32.9,28.4,61.3,17726,63248,11216,28916,2.6
East,Northeast,Central Jersey,7067,33,14,5.7,11,16.7,3067,94250,6383,18364,2.9
East,Northeast,Northern Jersey,7083,30.7,13.5,27.3,18.8,46.1,25625,76537,19267,55586,2.9
East,Northeast,Northern Jersey,7086,48.7,11.1,4.9,40.2,45.1,6505,77648,6623,14423,2.2
East,Northeast,Northern Jersey,7087,17.5,2.7,5.6,85.9,91.5,64427,41886,24167,70412,2.9
East,Northeast,Northern Jersey,7093,25.8,7.2,4.8,76.8,81.6,52811,49521,24701,64719,2.6
East,Northeast,Central Jersey,7095,32.5,18.9,9.7,23,32.7,5943,78118,7126,18174,2.6
East,Northeast,Northern Jersey,7102,21.1,6.8,53.2,27.9,81.1,9061,22022,4407,11173,2.5
East,Northeast,Northern Jersey,7103,13.6,2.6,75.7,18.5,94.2,33037,28290,11432,35071,3.1
East,Northeast,Northern Jersey,7104,16.7,1.8,24.3,71.5,95.8,50434,37019,18229,52645,2.9
East,Northeast,Northern Jersey,7105,10.5,0.7,9.5,47.6,57.1,27499,42764,16283,48160,3
East,Northeast,Northern Jersey,7106,17,4.8,80.3,10.4,90.7,28573,41060,11454,31503,2.8
East,Northeast,Northern Jersey,7107,11.2,2,36.4,59.1,95.5,36792,32896,12874,38526,3
East,Northeast,Northern Jersey,7108,10.3,0.5,85.7,13.3,99,25237,25801,9001,25492,2.8
East,Northeast,Northern Jersey,7109,28.2,14.3,8.8,44.3,53.1,19479,64059,13675,36683,2.7
East,Northeast,Northern Jersey,7111,14,1,83.5,12.7,96.2,53394,42476,20734,55503,2.7
East,Northeast,Northern Jersey,7112,16.4,0.2,91.9,6.8,98.7,26083,36461,9932,26427,2.7
East,Northeast,Northern Jersey,7114,7.8,0.5,51.5,36.2,87.7,12696,22465,3589,14477,4
East,Northeast,Northern Jersey,7201,7.8,1.3,27.2,61.1,88.3,24172,43313,8782,27375,3.1
East,Northeast,Northern Jersey,7202,10.2,2.9,14.2,70.9,85.1,36429,42437,14417,42807,3
East,Northeast,Northern Jersey,7203,20.4,2.4,55.3,32.2,87.5,19067,59197,7679,21791,2.8
East,Northeast,Northern Jersey,7205,22.4,3.1,54.3,21.3,75.6,16802,62014,7392,22225,3
East,Northeast,Northern Jersey,7206,4.5,1,23.1,71.6,94.7,26096,42384,8097,27557,3.4
East,Northeast,Northern Jersey,7208,17.8,3.5,21.7,58.3,80,26178,44935,12260,32722,2.7
East,Northeast,Northern Jersey,7302,63.3,30.1,10.9,19.3,30.2,12879,96728,21286,42645,2
East,Northeast,Northern Jersey,7304,26.9,15.6,43.4,30.9,74.3,32353,40324,15979,43544,2.7
East,Northeast,Northern Jersey,7305,26.1,17,48.9,22.3,71.2,44988,52758,22915,63185,2.8
East,Northeast,Northern Jersey,7306,39.7,35.6,13.8,28.8,42.6,24116,46473,21723,56610,2.6
East,Northeast,Northern Jersey,7307,33.6,21.5,7.9,49.7,57.6,26513,61264,16740,46029,2.7
East,Northeast,Northern Jersey,7310,78.6,67.5,5.4,6.7,12.1,1947,122311,7193,16093,2.2
East,Northeast,Northern Jersey,7407,26,12.3,5.7,26.2,31.9,6520,68179,7438,20439,2.7
East,Northeast,Northern Jersey,7410,49.8,12.1,1.9,13,14.9,4949,100677,12299,33218,2.7
East,Northeast,Northern Jersey,7442,33,6.3,1.5,13.9,15.4,1725,88885,4307,11204,2.6
East,Northeast,Northern Jersey,7470,45.5,9.4,1.4,9.8,11.2,5809,105524,19056,51870,2.7
East,Northeast,Northern Jersey,7501,6.8,2.2,31.8,65,96.8,32521,24004,10730,33596,3.1
East,Northeast,Northern Jersey,7502,13.8,14.9,19.9,57.9,77.8,12964,50806,4869,16663,3.4
East,Northeast,Northern Jersey,7503,11.7,2.3,9.6,66,75.6,14739,35265,5870,19496,3.3
East,Northeast,Northern Jersey,7504,14.2,0.5,54.4,47.6,102,13512,44866,3830,13247,3.5
East,Northeast,Northern Jersey,7505,5.6,2.8,30.7,63.9,94.6,3171,17267,941,3352,3.6
East,Northeast,Northern Jersey,7506,33.2,3.2,2.3,19.3,21.6,4120,77161,7720,19073,2.5
East,Northeast,Northern Jersey,7508,31,5.5,10.8,34.1,44.9,11653,78269,8381,25953,3.1
East,Northeast,Northern Jersey,7512,24.6,7,2.3,18,20.3,2209,77815,3875,10882,2.8
East,Northeast,Northern Jersey,7513,9.4,0.9,18.8,81.9,100.7,12223,39740,3207,12138,3.8
East,Northeast,Northern Jersey,7514,11.1,0.4,47.6,49.7,97.3,18738,39274,6450,19258,3
East,Northeast,Northern Jersey,7522,9.6,7.5,37.8,55.5,93.3,19066,30031,6086,20435,3.4
East,Northeast,Northern Jersey,7524,5.3,0.5,28,72.9,100.9,12618,34504,3694,12505,3.4
East,Northeast,Northern Jersey,7601,32.1,11.1,26.7,41.3,68,30543,59917,18968,44916,2.4
East,Northeast,Northern Jersey,7621,37.7,27.7,8.2,31.8,40,11219,86006,9290,28048,3
East,Northeast,Northern Jersey,7631,36.6,8.6,34.9,32,66.9,19085,72193,10514,28527,2.7
East,Northeast,Northern Jersey,7644,21.4,9.3,8.4,37.6,46,11706,55401,9976,25448,2.6
East,Northeast,Northern Jersey,7650,42.1,62.2,2,22,24,4854,65396,7152,20226,2.8
East,Northeast,Northern Jersey,7663,31.5,10.1,2.6,15.6,18.2,2506,85606,5373,13768,2.6
East,Northeast,Northern Jersey,7666,50.2,9.9,29.8,20.6,50.4,20661,100546,13926,40995,2.9
East,Northeast,Central Jersey,7701,42.2,1.8,6.7,21.9,28.6,6924,84998,9804,24211,2.5
East,Northeast,Central Jersey,7712,33.4,5.2,25.8,18.1,43.9,17691,56092,16825,40298,2.4
East,Northeast,Central Jersey,7719,38.6,1.5,2.4,10.1,12.5,2612,82014,8522,20894,2.5
East,Northeast,Central Jersey,7728,37.5,6.9,6.7,16.8,23.5,13176,89464,19806,56068,2.8
East,Northeast,Central Jersey,7734,17,1.9,5.4,14.7,20.1,2589,53015,4829,12883,2.7
East,Northeast,Central Jersey,7735,20.5,3.4,6.2,16.9,23.1,4522,67750,7360,19574,2.7
East,Northeast,Central Jersey,7740,22.8,2.3,13.6,31.3,44.9,13852,53707,11805,30851,2.6
East,Northeast,Central Jersey,7753,29.4,3.2,32.3,10.3,42.6,15838,66320,15594,37178,2.4
East,Northeast,Northern Jersey,7801,19.3,4,7,64,71,17841,64185,7962,25128,3.2
East,Northeast,Northern Jersey,7828,35.1,9.5,8.2,17,25.2,3537,70916,5526,14036,2.5
East,Northeast,Northern Jersey,7866,41,8.5,2.8,13.1,15.9,3779,103111,8890,23769,2.7
East,Northeast,Northern Jersey,7869,59.6,12.6,3.2,12.8,16,4093,136180,9005,25580,2.8
East,Northeast,Northern Jersey,7901,57,7.7,5.3,15.2,20.5,4745,130711,8385,23144,2.8
East,Northeast,Northern Jersey,7960,53.5,5.3,9.9,20.8,30.7,14104,109579,17353,45941,2.6
East,Mid-Atlantic,Southern Jersey,8009,24.1,3.1,12.7,7.2,19.9,2870,74373,5311,14424,2.7
East,Mid-Atlantic,Southern Jersey,8012,23.9,3.8,11.4,7,18.4,7223,70799,15172,39255,2.6
East,Mid-Atlantic,Southern Jersey,8015,13.9,3.6,18.6,13.8,32.4,6684,68725,7473,20631,2.8
East,Mid-Atlantic,Southern Jersey,8016,27.2,6.8,30.5,8.7,39.2,13227,81248,12087,33743,2.8
East,Mid-Atlantic,Southern Jersey,8021,20.4,3.4,28,14.8,42.8,19183,54048,18216,44820,2.5
East,Mid-Atlantic,Southern Jersey,8028,28.2,3.1,21.2,10.1,31.3,6520,65997,6991,20832,3
East,Mid-Atlantic,Southern Jersey,8030,13.5,2.9,3.9,8.1,12,1565,51607,4812,13041,2.7
East,Mid-Atlantic,Southern Jersey,8031,13.9,6.8,2.8,9.4,12.2,1412,55826,4660,11572,2.5
East,Mid-Atlantic,Southern Jersey,8034,42.6,9.4,6.5,8.1,14.6,2599,86925,6805,17798,2.6
East,Mid-Atlantic,Southern Jersey,8037,20.9,1.4,4.8,21.4,26.2,6329,64406,8664,24158,2.8
East,Mid-Atlantic,Southern Jersey,8045,23.4,1.5,88.2,4.7,92.9,2777,55363,1114,2989,2.7
